  -1.6803148859    1.5430958480    1.1903051110
  -0.6659976247   -1.9113515049    1.1903051110
  -3.4604713455   -0.7596091262    0.1403051110
  -3.1664786377   -0.7694200889   -0.9096948890
  -1.4214935289   -0.2570462312   -1.9596948890
   0.0263365298    0.0911827428    2.0516940311
   0.5513365298    1.0005094168    1.7703473790
  -0.4986634702    1.0005094168    1.7703473790
  -0.4986634702   -0.8181439312   -1.8669593169
   0.5513365298   -0.8181439312   -1.8669593169
   0.9307828311    1.9229586355    1.1282324174
  -0.0492171689    1.9229586355    1.1282324174
   2.1381926225    1.0742537398    0.4108226259
   1.8140161988    2.0719661823    0.4108226259
   0.9653113031    2.6885863827    0.4108226259
  -0.0837456409    2.6885863827    0.4108226259
  -0.9324505366    2.0719661823    0.4108226259
   2.4007828311    1.0742537398   -0.5691773741
   2.1381926225    2.0542537398   -0.5691773741
   1.4207828311    2.7716635312   -0.5691773741
   0.4407828311    3.0342537398   -0.5691773741
  -0.5392171689    2.7716635312   -0.5691773741
  -1.2566269603    2.0542537398   -0.5691773741
   2.1381926225    1.0742537398   -1.5491773741
   1.8140161988    2.0719661823   -1.5491773741
   0.9653113031    2.6885863827   -1.5491773741
  -0.0837456409    2.6885863827   -1.5491773741
  -0.9324505366    2.0719661823   -1.5491773741
   1.8140161988    0.0765412973   -1.5491773741
   1.4207828311    1.0742537398   -2.2665871655
   0.9307828311    1.9229586355   -2.2665871655
  -0.0492171689    1.9229586355   -2.2665871655
  -0.5392171689    1.0742537398   -2.2665871655
  -0.0492171689    0.2255488441   -2.2665871655
   0.9307828311    0.2255488441   -2.2665871655
   0.4407828311    1.0742537398   -2.5291773741
   0.8312335034   -0.8470630225    2.4051348680
   1.8112335034   -0.8470630225    2.1425446594
   1.3212335034    0.0016418732    2.1425446594
   0.3412335034    0.0016418732    2.1425446594
  -0.1487664966   -0.8470630225    2.1425446594
   0.3412335034   -1.6957679182    2.1425446594
   1.3212335034   -1.6957679182    2.1425446594
  -0.5419998642   -1.8447754650    1.4251348680
   0.3067050315   -2.4613956655    1.4251348680
   1.3557619754   -2.4613956655    1.4251348680
   2.2044668711   -1.8447754650    1.4251348680
  -0.1487664966   -2.5444728139    0.4451348680
   0.8312335034   -2.8070630225    0.4451348680
   1.8112335034   -2.5444728139    0.4451348680
   0.3067050315   -2.4613956655   -0.5348651320
   1.3557619754   -2.4613956655   -0.5348651320
   0.3412335034   -1.6957679182   -1.2522749234
   1.3212335034   -1.6957679182   -1.2522749234
  -2.8373226075    1.1084313688    1.0893960750
  -1.7609844259    2.1015067998    0.2493960750
  -2.8373226075    1.9117193380    0.2493960750
  -3.5398524615    1.0744768605    0.2493960750
  -3.5398524615   -0.0184655725    0.2493960750
  -1.7609844259    2.1015067998   -0.7889010261
  -2.8373226075    1.9117193380   -0.7889010261
  -3.5398524615    1.0744768605   -0.7889010261
  -3.5398524615   -0.0184655725   -0.7889010261
  -1.7332872720    1.4671541946   -1.6289010261
  -2.8373226075    1.1084313688   -1.6289010261
  -2.8373226075   -0.0524200807   -1.6289010261
  -2.0384351338    0.5280056440   -1.9497524756
  -3.1371618970   -1.7447420987    0.1663744941
  -2.4346320429   -2.5819845761    0.1663744941
  -1.3582938613   -2.7717720379    0.1663744941
  -3.1371618970   -1.7447420987   -0.8719226070
  -2.4346320429   -2.5819845761   -0.8719226070
  -1.3582938613   -2.7717720379   -0.8719226070
  -0.4117779494   -2.2253008214   -0.8719226070
  -0.6482653454   -1.1982708822   -1.7119226070
  -2.4346320429   -0.6178451574   -1.7119226070
  -2.4346320429   -1.7786966069   -1.7119226070
  -1.3305967075   -2.1374194327   -1.7119226070
  -1.6357445692   -1.1982708822   -2.0327740565
  -1.6298229067   -0.3841938870    2.8764315545
  -0.6423436828   -0.3841938870    2.5555801050
  -1.3246750449    0.5549546635    2.5555801050
  -2.4287103804    0.1962318377    2.5555801050
  -2.4287103804   -0.9646196117    2.5555801050
  -1.3246750449   -1.3233424376    2.5555801050
  -1.3523721987    1.1893072687    1.7155801050
  -2.4287103804    0.9995198069    1.7155801050
  -3.1312402344    0.1622773295    1.7155801050
  -3.1312402344   -0.9306651035    1.7155801050
  -2.4287103804   -1.7679075810    1.7155801050
